Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.)
2018-08-13,NIFTYIT,340,17000,25.27,0,0,0.00,25.27,29316.77,14777.46,10666136,15173095.27
2018-08-13,NIFTYMID50,3,330,0.17,0,0,0.00,0.17,29316.77,14777.46,10666136,15173095.27
2018-08-14,BANKNIFTY,63762,2550480,7152.44,4624960,184998400,517712.83,524865.27,31003.12,14123.18,10837355,15273425.83
2018-08-14,NIFTY,85769,6432675,7360.34,1186604,88995300,101517.79,108878.13,31003.12,14123.18,10837355,15273425.83
2018-08-14,NIFTYIT,378,18900,28.38,0,0,0.00,28.38,31003.12,14123.18,10837355,15273425.83
2018-08-14,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,31003.12,14123.18,10837355,15273425.83
2018-08-16,BANKNIFTY,82015,3280600,9164.30,13610880,544435200,1521369.95,1530534.25,34143.23,15705.42,11940527,15215931.43
2018-08-16,NIFTY,104495,7837125,8953.16,1434690,107601750,123075.73,132028.89,34143.23,15705.42,11940527,15215931.43
2018-08-16,NIFTYIT,117,5850,8.83,0,0,0.00,8.83,34143.23,15705.42,11940527,15215931.43
2018-08-16,NIFTYMID50,2,220,0.11,0,0,0.00,0.11,34143.23,15705.42,11940527,15215931.43
2018-08-17,BANKNIFTY,67948,2717920,7644.04,2640460,105618400,296385.52,304029.56,30335.43,15700.71,11121567,15347976.01
2018-08-17,NIFTY,96836,7262700,8339.64,1510318,113273850,129759.05,138098.69,30335.43,15700.71,11121567,15347976.01
2018-08-17,NIFTYIT,134,6700,10.12,0,0,0.00,10.12,30335.43,15700.71,11121567,15347976.01
2018-08-17,NIFTYMID50,3,330,0.17,0,0,0.00,0.17,30335.43,15700.71,11121567,15347976.01
2018-08-20,BANKNIFTY,45623,1824920,5172.14,2642379,105695160,297972.89,303145.03,31955.36,14561.2,11389124,15449309.97
2018-08-20,NIFTY,79181,5938575,6869.26,1657807,124335525,143143.37,150012.63,31955.36,14561.2,11389124,15449309.97
2018-08-20,NIFTYIT,195,9750,14.66,0,0,0.00,14.66,31955.36,14561.2,11389124,15449309.97
2018-08-20,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,31955.36,14561.2,11389124,15449309.97
2018-08-21,BANKNIFTY,53221,2128840,6016.68,3968911,158756440,448357.88,454374.56,33006.87,15501.98,11419479,15490887.72
2018-08-21,NIFTY,81432,6107400,7072.55,1421571,106617825,122805.92,129878.47,33006.87,15501.98,11419479,15490887.72
2018-08-21,NIFTYIT,193,9650,14.62,0,0,0.00,14.62,33006.87,15501.98,11419479,15490887.72
2018-08-21,NIFTYMID50,5,550,0.29,0,0,0.00,0.29,33006.87,15501.98,11419479,15490887.72
2018-08-23,BANKNIFTY,85223,3408920,9588.41,12917870,516714800,1453463.55,1463051.96,37665.04,13326.28,13196609,15524183.38
2018-08-23,NIFTY,108505,8137875,9432.27,1775187,133139025,153723.12,163155.39,37665.04,13326.28,13196609,15524183.38
2018-08-23,NIFTYIT,219,10950,16.76,0,0,0.00,16.76,37665.04,13326.28,13196609,15524183.38
2018-08-23,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,37665.04,13326.28,13196609,15524183.38
2018-08-24,BANKNIFTY,75497,3019880,8452.75,3234325,129373000,362538.40,370991.15,33765.97,14853.09,11074358,15498405.75
2018-08-24,NIFTY,109111,8183325,9476.58,2190452,164283900,189891.55,199368.13,33765.97,14853.09,11074358,15498405.75
2018-08-24,NIFTYIT,149,7450,11.41,0,0,0.00,11.41,33765.97,14853.09,11074358,15498405.75
2018-08-24,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,33765.97,14853.09,11074358,15498405.75
2018-08-27,BANKNIFTY,78343,3133720,8849.02,3061814,122472560,344545.63,353394.65,29974.67,14174.43,10696090,15656310.38
2018-08-27,NIFTY,174691,13101825,15316.36,2928565,219642375,255104.19,270420.55,29974.67,14174.43,10696090,15656310.38
2018-08-27,NIFTYIT,325,16250,25.08,0,0,0.00,25.08,29974.67,14174.43,10696090,15656310.38
2018-08-27,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,29974.67,14174.43,10696090,15656310.38
2018-08-28,BANKNIFTY,90821,3632840,10268.97,4318677,172747080,487462.85,497731.82,32636.51,15035.04,11584952,15687043.54
2018-08-28,NIFTY,221407,16605525,19518.90,3043014,228226050,266916.94,286435.84,32636.51,15035.04,11584952,15687043.54
2018-08-28,NIFTYIT,180,9000,14.04,0,0,0.00,14.04,32636.51,15035.04,11584952,15687043.54
2018-08-28,NIFTYMID50,5376,591360,312.61,0,0,0.00,312.61,32636.51,15035.04,11584952,15687043.54
2018-08-29,BANKNIFTY,87262,3490480,9886.65,4620828,184833120,522394.25,532280.90,35363.26,16351.38,11701834,15675926.95
2018-08-29,NIFTY,241213,18090975,21260.46,3221101,241582575,282896.81,304157.27,35363.26,16351.38,11701834,15675926.95
2018-08-29,NIFTYIT,254,12700,19.70,0,0,0.00,19.70,35363.26,16351.38,11701834,15675926.95
2018-08-29,NIFTYMID50,5383,592130,311.25,0,0,0.00,311.25,35363.26,16351.38,11701834,15675926.95
2018-08-30,BANKNIFTY,128331,5133240,14428.81,11239274,449570960,1263577.57,1278006.38,41144.29,18227.95,11688277,15695561.6
2018-08-30,NIFTY,269141,20185575,23609.63,4485925,336444375,392643.30,416252.93,41144.29,18227.95,11688277,15695561.6
2018-08-30,NIFTYCPSE,0,0,0.00,3,750,0.18,0.18,41144.29,18227.95,11688277,15695561.6
2018-08-30,NIFTYIT,823,41150,64.00,0,0,0.00,64.00,41144.29,18227.95,11688277,15695561.6
2018-08-30,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,41144.29,18227.95,11688277,15695561.6
2018-08-31,BANKNIFTY,73662,2946480,8309.74,2639748,105589920,297134.72,305444.46,42825.68,17579.75,13346616,15730917.99
2018-08-31,NIFTY,129408,9705600,11390.42,1351625,101371875,119155.87,130546.29,42825.68,17579.75,13346616,15730917.99
2018-08-31,NIFTYIT,389,19450,30.84,0,0,0.00,30.84,42825.68,17579.75,13346616,15730917.99
2018-08-31,NIFTYMID50,3,330,0.18,0,0,0.00,0.18,42825.68,17579.75,13346616,15730917.99
2018-09-03,BANKNIFTY,64868,2594720,7298.30,3157506,126300240,355097.03,362395.33,36009.32,15713.3,11027660,15622671.35
2018-09-03,NIFTY,110192,8264400,9676.92,1226292,91971900,108045.44,117722.36,36009.32,15713.3,11027660,15622671.35
2018-09-03,NIFTYIT,626,31300,50.10,0,0,0.00,50.10,36009.32,15713.3,11027660,15622671.35
2018-09-03,NIFTYMID50,4,440,0.24,0,0,0.00,0.24,36009.32,15713.3,11027660,15622671.35
2018-09-04,BANKNIFTY,104463,4178520,11597.12,6497475,259899000,722992.11,734589.23,35796.63,15332.72,11729869,15406748.14
2018-09-04,NIFTY,141842,10638150,12340.79,1573386,118003950,137820.11,150160.90,35796.63,15332.72,11729869,15406748.14
2018-09-04,NIFTYIT,761,38050,61.21,0,0,0.00,61.21,35796.63,15332.72,11729869,15406748.14
2018-09-04,NIFTYMID50,2,220,0.11,0,0,0.00,0.11,35796.63,15332.72,11729869,15406748.14
2018-09-05,BANKNIFTY,107845,4313800,11851.07,9374877,374995080,1032093.18,1043944.25,37075.89,16742.16,12974313,15334292.61
2018-09-05,NIFTY,172909,12968175,14924.25,1948866,146164950,169655.66,184579.91,37075.89,16742.16,12974313,15334292.61
2018-09-05,NIFTYIT,536,26800,43.16,0,0,0.00,43.16,37075.89,16742.16,12974313,15334292.61
2018-09-05,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,37075.89,16742.16,12974313,15334292.61
2018-09-06,BANKNIFTY,113672,4546880,12522.19,17213588,688543520,1891705.00,1904227.19,34986.45,13982.36,12078169,15411697.72
2018-09-06,NIFTY,164673,12350475,14256.20,1739789,130484175,151444.22,165700.42,34986.45,13982.36,12078169,15411697.72
2018-09-06,NIFTYIT,319,15950,25.65,0,0,0.00,25.65,34986.45,13982.36,12078169,15411697.72
2018-09-06,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,34986.45,13982.36,12078169,15411697.72
2018-09-07,BANKNIFTY,85398,3415920,9391.75,3603339,144133560,396986.93,406378.68,36966.93,14044.67,12659002,15511978.16
2018-09-07,NIFTY,131027,9827025,11387.53,1494273,112070475,130242.68,141630.21,36966.93,14044.67,12659002,15511978.16
2018-09-07,NIFTYIT,315,15750,25.40,0,0,0.00,25.40,36966.93,14044.67,12659002,15511978.16
2018-09-07,NIFTYMID50,1,110,0.06,0,0,0.00,0.06,36966.93,14044.67,12659002,15511978.16
2018-09-10,BANKNIFTY,92704,3708160,10146.61,4706073,188242920,516859.20,527005.81,33574.56,14625.13,11826618,15309846.28
2018-09-10,NIFTY,141655,10624125,12244.98,1661158,124586850,144575.71,156820.69,33574.56,14625.13,11826618,15309846.28
2018-09-10,NIFTYIT,502,25100,40.69,0,0,0.00,40.69,33574.56,14625.13,11826618,15309846.28
2018-09-10,NIFTYMID50,2,220,0.11,0,0,0.00,0.11,33574.56,14625.13,11826618,15309846.28
2018-09-11,BANKNIFTY,110786,4431440,12063.29,8775632,351025280,958031.39,970094.68,35712.35,14251.36,12035757,15100948.49
2018-09-11,NIFTY,152657,11449275,13076.25,1910461,143284575,165664.35,178740.60,35712.35,14251.36,12035757,15100948.49
2018-09-11,NIFTYIT,524,26200,42.28,0,0,0.00,42.28,35712.35,14251.36,12035757,15100948.49
2018-09-11,NIFTYMID50,767,84370,42.64,0,0,0.00,42.64,35712.35,14251.36,12035757,15100948.49
2018-09-12,BANKNIFTY,130433,5217320,14017.34,17950477,718019080,1928274.95,1942292.29,33345.82,15824.53,12377387,15165197.38
2018-09-12,NIFTY,166793,12509475,14215.41,2126580,159493500,182666.47,196881.88,33345.82,15824.53,12377387,15165197.38
2018-09-12,NIFTYIT,661,33050,53.35,0,0,0.00,53.35,33345.82,15824.53,12377387,15165197.38
2018-09-12,NIFTYMID50,2,220,0.11,0,0,0.00,0.11,33345.82,15824.53,12377387,15165197.38
2018-09-14,BANKNIFTY,74765,2990600,8130.91,3028054,121122160,329603.43,337734.34,33720.65,13950.38,12227753,15374308.57
2018-09-14,NIFTY,123875,9290625,10697.36,1766706,132502950,152782.03,163479.39,33720.65,13950.38,12227753,15374308.57
2018-09-14,NIFTYIT,553,27650,44.33,0,0,0.00,44.33,33720.65,13950.38,12227753,15374308.57
2018-09-14,NIFTYMID50,4,440,0.23,0,0,0.00,0.23,33720.65,13950.38,12227753,15374308.57
2018-09-17,BANKNIFTY,86406,3456240,9300.76,4597852,183914080,496689.42,505990.18,29218.1,15125.03,10990879,15256333.58
2018-09-17,NIFTY,136906,10267950,11735.50,1916119,143708925,165497.47,177232.97,29218.1,15125.03,10990879,15256333.58
2018-09-17,NIFTYIT,255,12750,20.63,0,0,0.00,20.63,29218.1,15125.03,10990879,15256333.58
2018-09-17,NIFTYMID50,2,220,0.11,0,0,0.00,0.11,29218.1,15125.03,10990879,15256333.58
2018-09-18,BANKNIFTY,117526,4701040,12573.60,8257568,330302720,887046.35,899619.95,32077.64,17220.05,11617457,15122623.93
2018-09-18,NIFTY,149691,11226825,12775.69,2346936,176020200,202141.58,214917.27,32077.64,17220.05,11617457,15122623.93
2018-09-18,NIFTYIT,414,20700,33.29,0,0,0.00,33.29,32077.64,17220.05,11617457,15122623.93
2018-09-18,NIFTYMID50,3,330,0.17,0,0,0.00,0.17,32077.64,17220.05,11617457,15122623.93
2018-09-19,BANKNIFTY,111230,4449200,11797.76,15864221,634568840,1683804.70,1695602.46,33074.31,15234.39,11896163,15035131.43
2018-09-19,NIFTY,154474,11585550,13111.25,2465415,184906125,211104.33,224215.58,33074.31,15234.39,11896163,15035131.43
2018-09-19,NIFTYIT,209,10450,16.83,0,0,0.00,16.83,33074.31,15234.39,11896163,15035131.43
2018-09-19,NIFTYMID50,193,21230,10.76,0,0,0.00,10.76,33074.31,15234.39,11896163,15035131.43
2018-09-21,BANKNIFTY,202372,8094880,21046.47,5586222,223448880,589971.56,611018.03,66046.89,28065.78,20423736,14840653.49
2018-09-21,NIFTY,320293,24021975,26934.94,5547247,416043525,470057.30,496992.24,66046.89,28065.78,20423736,14840653.49
2018-09-21,NIFTYIT,625,31250,49.80,0,0,0.00,49.80,66046.89,28065.78,20423736,14840653.49
2018-09-21,NIFTYMID50,132,14520,7.05,0,0,0.00,7.05,66046.89,28065.78,20423736,14840653.49
2018-09-24,BANKNIFTY,159576,6383040,16113.81,4094678,163787120,421046.41,437160.22,42195.76,17690.33,14919220,14565532.2
2018-09-24,NIFTY,271429,20357175,22517.52,4910050,368253750,411993.13,434510.65,42195.76,17690.33,14919220,14565532.2
2018-09-24,NIFTYIT,1392,69600,112.82,0,0,0.00,112.82,42195.76,17690.33,14919220,14565532.2
2018-09-24,NIFTYMID50,1985,218350,106.03,0,0,0.00,106.03,42195.76,17690.33,14919220,14565532.2
2018-09-25,BANKNIFTY,249265,9970600,24974.24,6273947,250957880,634108.84,659083.08,45803.59,20159.76,17078205,14626565.69
2018-09-25,NIFTY,320724,24054300,26502.74,5743964,430797300,478515.26,505018.00,45803.59,20159.76,17078205,14626565.69
2018-09-25,NIFTYIT,663,33150,54.05,0,0,0.00,54.05,45803.59,20159.76,17078205,14626565.69
2018-09-25,NIFTYMID50,5378,591580,282.98,0,0,0.00,282.98,45803.59,20159.76,17078205,14626565.69
2018-09-26,BANKNIFTY,147227,5889080,14960.26,5647955,225918200,577175.14,592135.40,35572.48,16913.98,13393395,14616934.32
2018-09-26,NIFTY,275982,20698650,22927.31,5030521,377289075,419922.51,442849.82,35572.48,16913.98,13393395,14616934.32
2018-09-26,NIFTYIT,649,32450,52.15,0,0,0.00,52.15,35572.48,16913.98,13393395,14616934.32
2018-09-26,NIFTYMID50,6020,662200,318.57,0,0,0.00,318.57,35572.48,16913.98,13393395,14616934.32
2018-09-27,BANKNIFTY,162332,6493280,16366.31,11322226,452889040,1147520.90,1163887.21,42009.69,17634.04,13650302,14471400.93
2018-09-27,NIFTY,376596,28244700,31158.60,5935840,445188000,493876.60,525035.20,42009.69,17634.04,13650302,14471400.93
2018-09-27,NIFTYIT,581,29050,46.66,1,50,0.08,46.74,42009.69,17634.04,13650302,14471400.93
2018-09-28,BANKNIFTY,153234,6129360,15489.58,4003390,160135600,406463.35,421952.93,45131.82,21293.55,17626580,14292302.04
2018-09-28,FTSE100,2,200,0.15,0,0,0.00,0.15,45131.82,21293.55,17626580,14292302.04
2018-09-28,NIFTY,222120,16659000,18339.54,1977366,148302450,166299.54,184639.08,45131.82,21293.55,17626580,14292302.04
2018-09-28,NIFTYIT,419,20950,33.34,0,0,0.00,33.34,45131.82,21293.55,17626580,14292302.04
2018-09-28,NIFTYMID50,4,440,0.20,0,0,0.00,0.20,45131.82,21293.55,17626580,14292302.04
2018-10-01,BANKNIFTY,146199,5847960,14714.51,4814425,192577000,486293.94,501008.45,38663.41,18294.93,14657133,14341961.15
2018-10-01,NIFTY,173736,13030200,14284.04,1898576,142393200,158369.04,172653.08,38663.41,18294.93,14657133,14341961.15
2018-10-01,NIFTYIT,761,38050,61.54,0,0,0.00,61.54,38663.41,18294.93,14657133,14341961.15
2018-10-03,BANKNIFTY,135171,5406840,13702.95,8893664,355746560,902726.69,916429.64,39050.63,17286.56,15171780,14195157.63
2018-10-03,NIFTY,186901,14017575,15364.53,1758654,131899050,146391.30,161755.83,39050.63,17286.56,15171780,14195157.63
2018-10-03,NIFTYIT,851,42550,68.45,1,50,0.08,68.53,39050.63,17286.56,15171780,14195157.63
2018-10-03,NIFTYMID50,3,330,0.15,0,0,0.00,0.15,39050.63,17286.56,15171780,14195157.63
2018-10-04,BANKNIFTY,164558,6582320,16342.01,16788077,671523080,1670182.60,1686524.61,39917.13,16811.62,14705524,13865022.91
2018-10-04,NIFTY,279432,20957400,22407.22,2486611,186495825,204302.72,226709.94,39917.13,16811.62,14705524,13865022.91
2018-10-04,NIFTYIT,510,25500,39.74,0,0,0.00,39.74,39917.13,16811.62,14705524,13865022.91
2018-10-04,NIFTYMID50,2,220,0.10,0,0,0.00,0.10,39917.13,16811.62,14705524,13865022.91
2018-10-05,BANKNIFTY,164794,6591760,16355.24,3592718,143708720,359901.56,376256.80,39712.14,17483.84,15303520,13488581.13
2018-10-05,NIFTY,287743,21580725,22591.86,3249810,243735750,263788.89,286380.75,39712.14,17483.84,15303520,13488581.13
2018-10-05,NIFTYIT,342,17100,26.67,0,0,0.00,26.67,39712.14,17483.84,15303520,13488581.13
2018-10-05,NIFTYMID50,324,35640,16.18,0,0,0.00,16.18,39712.14,17483.84,15303520,13488581.13
2018-10-08,BANKNIFTY,137242,5489680,13481.74,3981654,159266160,394641.64,408123.38,39122.53,17743.6,16772858,13439055.28
2018-10-08,NIFTY,287150,21536250,22248.24,3158717,236903775,251053.97,273302.21,39122.53,17743.6,16772858,13439055.28
2018-10-08,NIFTYIT,322,16100,24.80,0,0,0.00,24.80,39122.53,17743.6,16772858,13439055.28
2018-10-08,NIFTYMID50,2,220,0.10,0,0,0.00,0.10,39122.53,17743.6,16772858,13439055.28
2018-10-09,BANKNIFTY,103558,4142320,10218.18,4215473,168618920,418111.38,428329.56,33887.09,15599.14,14443589,13367393.31
2018-10-09,NIFTY,194870,14615250,15138.28,2150665,161299875,171901.11,187039.39,33887.09,15599.14,14443589,13367393.31
2018-10-09,NIFTYIT,228,11400,17.49,0,0,0.00,17.49,33887.09,15599.14,14443589,13367393.31
2018-10-09,NIFTYMID50,2,220,0.10,0,0,0.00,0.10,33887.09,15599.14,14443589,13367393.31
2018-10-10,BANKNIFTY,156176,6247040,15667.75,8867994,354719760,887594.96,903262.71,37739.57,17287.07,14568261,13669303.33
2018-10-10,NIFTY,180156,13511700,14106.13,2141528,160614600,170040.57,184146.70,37739.57,17287.07,14568261,13669303.33
2018-10-10,NIFTYIT,277,13850,21.08,0,0,0.00,21.08,37739.57,17287.07,14568261,13669303.33
2018-10-10,NIFTYMID50,4,440,0.20,0,0,0.00,0.20,37739.57,17287.07,14568261,13669303.33
2018-10-11,BANKNIFTY,164221,6568840,16261.52,16023461,640938440,1593165.79,1609427.31,38661.67,16767.77,16170898,13410935.11
2018-10-11,NIFTY,282382,21178650,21705.59,3167423,237556725,248482.55,270188.14,38661.67,16767.77,16170898,13410935.11
2018-10-11,NIFTYIT,542,27100,39.92,0,0,0.00,39.92,38661.67,16767.77,16170898,13410935.11
2018-10-11,NIFTYMID50,6,660,0.29,0,0,0.00,0.29,38661.67,16767.77,16170898,13410935.11
2018-10-12,BANKNIFTY,112849,4513960,11455.28,2970799,118831960,302687.07,314142.35,34129.53,15357.48,13325946,13713295.47
2018-10-12,NIFTY,179464,13459800,14073.69,2527824,189586800,199830.83,213904.52,34129.53,15357.48,13325946,13713295.47
2018-10-12,NIFTYIT,440,22000,32.07,0,0,0.00,32.07,34129.53,15357.48,13325946,13713295.47
2018-10-15,BANKNIFTY,99059,3962360,10014.67,3654190,146167600,371180.01,381194.68,27468.2,13927.59,11016724,13790802.09
2018-10-15,NIFTY,191362,14352150,15029.67,2554365,191577375,203173.55,218203.22,27468.2,13927.59,11016724,13790802.09
2018-10-15,NIFTYIT,320,16000,23.56,0,0,0.00,23.56,27468.2,13927.59,11016724,13790802.09
2018-10-15,NIFTYMID50,2,220,0.10,0,0,0.00,0.10,27468.2,13927.59,11016724,13790802.09
2018-10-16,BANKNIFTY,94814,3792560,9712.14,5030054,201202160,515220.78,524932.92,30742.66,14891.88,11532133,13933904.39
2018-10-16,NIFTY,132537,9940275,10513.39,2167023,162526725,173012.73,183526.12,30742.66,14891.88,11532133,13933904.39
2018-10-16,NIFTYIT,245,12250,18.20,0,0,0.00,18.20,30742.66,14891.88,11532133,13933904.39
2018-10-16,NIFTYMID50,2,220,0.10,0,0,0.00,0.10,30742.66,14891.88,11532133,13933904.39
2018-10-17,BANKNIFTY,132882,5315280,13572.45,16355522,654220880,1677615.20,1691187.65,33387.37,14783.32,12271918,13706270.1
2018-10-17,NIFTY,206913,15518475,16406.92,3233807,242535525,257764.17,274171.09,33387.37,14783.32,12271918,13706270.1
2018-10-17,NIFTYCPSE,0,0,0.00,4,1000,0.22,0.22,33387.37,14783.32,12271918,13706270.1
2018-10-17,NIFTYIT,254,12700,19.03,0,0,0.00,19.03,33387.37,14783.32,12271918,13706270.1
2018-10-17,NIFTYMID50,1,110,0.05,0,0,0.00,0.05,33387.37,14783.32,12271918,13706270.1
2018-10-19,BANKNIFTY,130471,5218840,13093.40,3069915,122796600,310306.12,323399.52,37263.23,15115.84,14800394,13544392.6
2018-10-19,NIFTY,230345,17275875,17838.84,4296992,322274400,338534.52,356373.36,37263.23,15115.84,14800394,13544392.6
2018-10-19,NIFTYIT,799,39950,57.96,0,0,0.00,57.96,37263.23,15115.84,14800394,13544392.6
2018-10-22,BANKNIFTY,130243,5209720,13145.96,3636870,145474800,368350.72,381496.68,30813.28,12718.8,12154655,13421972.97
2018-10-22,NIFTY,244058,18304350,18879.82,4136175,310213125,324662.19,343542.01,30813.28,12718.8,12154655,13421972.97
2018-10-22,NIFTYIT,167,8350,12.01,0,0,0.00,12.01,30813.28,12718.8,12154655,13421972.97
2018-10-23,BANKNIFTY,123507,4940280,12326.04,3875918,155036720,389389.20,401715.24,32275.65,12780.24,12650097,13262682.33
2018-10-23,NIFTY,360496,27037200,27508.55,4845358,363401850,376917.09,404425.64,32275.65,12780.24,12650097,13262682.33
2018-10-23,NIFTYIT,884,44200,62.68,0,0,0.00,62.68,32275.65,12780.24,12650097,13262682.33
2018-10-23,NIFTYMID50,7818,859980,382.47,0,0,0.00,382.47,32275.65,12780.24,12650097,13262682.33
2018-10-24,BANKNIFTY,159175,6367000,15994.41,6004031,240161240,605051.92,621046.33,33488.82,12702.04,12711197,13366482.28
2018-10-24,NIFTY,397220,29791500,30423.64,6315747,473681025,489328.60,519752.24,33488.82,12702.04,12711197,13366482.28
2018-10-24,NIFTYIT,698,34900,48.83,0,0,0.00,48.83,33488.82,12702.04,12711197,13366482.28
2018-10-24,NIFTYMID50,5376,591360,260.82,0,0,0.00,260.82,33488.82,12702.04,12711197,13366482.28
2018-10-25,BANKNIFTY,160943,6437720,16007.28,10681709,427268360,1069080.22,1085087.50,40813.3,17606.38,13353431,13251805.08
2018-10-25,NIFTY,382673,28700475,29127.82,7226082,541956150,554362.51,583490.33,40813.3,17606.38,13353431,13251805.08
2018-10-25,NIFTYCPSE,0,0,0.00,2,500,0.11,0.11,40813.3,17606.38,13353431,13251805.08
2018-10-25,NIFTYIT,570,28500,40.16,0,0,0.00,40.16,40813.3,17606.38,13353431,13251805.08
2018-10-25,NIFTYMID50,295,32450,14.57,0,0,0.00,14.57,40813.3,17606.38,13353431,13251805.08
2018-10-26,BANKNIFTY,205871,4117420,10169.14,5336585,106731700,266876.00,277045.14,31841.23,15165.92,12854946,13181274.3
2018-10-26,NIFTY,216382,16228650,16386.69,1652420,123931500,129328.84,145715.53,31841.23,15165.92,12854946,13181274.3
2018-10-26,NIFTYIT,182,9100,12.65,2,100,0.12,12.77,31841.23,15165.92,12854946,13181274.3
2018-10-26,NIFTYMID50,595,65450,29.27,0,0,0.00,29.27,31841.23,15165.92,12854946,13181274.3
2018-10-29,BANKNIFTY,211286,4225720,10473.50,7394503,147890060,367843.77,378317.27,34041.4,16188.53,12336364,13488012.93
2018-10-29,NIFTY,195097,14632275,14900.77,1468852,110163900,114726.71,129627.48,34041.4,16188.53,12336364,13488012.93
2018-10-29,NIFTYIT,271,13550,18.98,0,0,0.00,18.98,34041.4,16188.53,12336364,13488012.93
2018-10-29,NIFTYMID50,1011,111210,51.34,0,0,0.00,51.34,34041.4,16188.53,12336364,13488012.93
2018-10-30,BANKNIFTY,199076,3981520,9957.34,10189797,203795940,511292.00,521249.34,32393.66,16367.36,13096326,13493084.41
2018-10-30,NIFTY,153108,11483100,11781.31,1290459,96784425,101181.86,112963.17,32393.66,16367.36,13096326,13493084.41
2018-10-30,NIFTYIT,202,10100,14.49,3,150,0.22,14.71,32393.66,16367.36,13096326,13493084.41
2018-10-31,BANKNIFTY,255530,5110600,12736.71,15334698,306693960,765322.96,778059.67,40138.16,15822.83,14990227,13693824.7
2018-10-31,NIFTY,255642,19173150,19689.59,1965025,147376875,153088.49,172778.08,40138.16,15822.83,14990227,13693824.7
2018-10-31,NIFTYIT,610,30500,44.91,0,0,0.00,44.91,40138.16,15822.83,14990227,13693824.7
2018-11-01,BANKNIFTY,198114,3962280,10028.89,31411070,628221400,1590065.59,1600094.48,37176.67,16657.16,13569241,13744489.98
2018-11-01,NIFTY,158251,11868825,12345.51,1405396,105404700,110131.70,122477.21,37176.67,16657.16,13569241,13744489.98
2018-11-01,NIFTYIT,454,22700,33.43,0,0,0.00,33.43,37176.67,16657.16,13569241,13744489.98
