Date,Symbol,No of Contracts Traded,Traded Quantity,Total Traded Value (Rs. In Crs.)
2020-02-18,BANKNIFTY,12391181,247823620,760821.42
2020-02-18,NIFTY,6413772,481032900,580076.03
2020-02-19,BANKNIFTY,14859818,297196360,917786.35
2020-02-19,NIFTY,7327252,549543900,665893.42
2020-02-20,BANKNIFTY,36754898,735097960,2282842.49
2020-02-20,NIFTY,9461509,709613175,861259.62
2020-02-24,BANKNIFTY,8247934,164958680,506697.91
2020-02-24,NIFTY,6137751,460331325,553405.20
2020-02-25,BANKNIFTY,10427371,208547420,638659.78
2020-02-25,NIFTY,6281598,471119850,562183.72
2020-02-26,BANKNIFTY,14919076,298381520,908940.91
2020-02-26,NIFTY,8813854,661039050,781295.71
2020-02-27,BANKNIFTY,34037544,680750880,2056448.98
2020-02-27,NIFTY,13258132,994359900,1159869.15
2020-02-28,BANKNIFTY,6532504,130650080,389821.41
2020-02-28,NIFTY,5331982,399898650,459886.92
2020-03-02,BANKNIFTY,8587419,171748380,507748.97
2020-03-02,NIFTY,6573857,493039275,562908.16
2020-03-03,BANKNIFTY,10896165,217923300,636035.87
2020-03-03,NIFTY,7369317,552698775,625025.57
2020-03-04,BANKNIFTY,17295185,345903700,1000251.63
2020-03-04,NIFTY,9441414,708106050,799282.42
2020-03-05,BANKNIFTY,41152890,823057800,2381539.35
2020-03-05,NIFTY,14039171,1052937825,1192964.22
2020-03-06,BANKNIFTY,5147051,102941020,293204.00
2020-03-06,NIFTY,4912963,368472225,411874.81
2020-03-09,BANKNIFTY,7509825,150196500,410243.66
2020-03-09,NIFTY,7357512,551813400,594697.13
2020-03-11,BANKNIFTY,11868769,237375380,636071.29
2020-03-11,NIFTY,8267845,620088375,657176.98
2020-03-12,BANKNIFTY,24989899,499797980,1246093.79
2020-03-12,NIFTY,16148807,1211160525,1207233.64
2020-03-13,BANKNIFTY,3950474,79009480,207559.97
2020-03-13,NIFTY,5260536,394540200,408008.03
2020-03-16,BANKNIFTY,3874017,77480340,198170.30
2020-03-16,NIFTY,4112118,308408850,313471.58
2020-03-17,BANKNIFTY,5333482,106669640,264471.87
2020-03-17,NIFTY,5436438,407732850,399923.46
2020-03-18,BANKNIFTY,8217497,164349940,374544.53
2020-03-18,NIFTY,7112097,533407275,492565.91
2020-03-19,BANKNIFTY,18086131,361722620,750658.42
2020-03-19,NIFTY,14251238,1068842850,906683.59
2020-03-20,BANKNIFTY,3870634,77412680,175565.75
2020-03-20,NIFTY,4855720,364179000,340382.43
2020-03-23,BANKNIFTY,2378219,47564380,102370.72
2020-03-23,NIFTY,3174705,238102875,210555.65
2020-03-24,BANKNIFTY,3417612,68352240,134342.21
2020-03-24,NIFTY,4390224,329266800,280139.47
2020-03-25,BANKNIFTY,5312925,106258500,201195.76
2020-03-25,NIFTY,5648867,423665025,356275.86
2020-03-26,BANKNIFTY,14597365,291947300,577653.04
2020-03-26,NIFTY,11246946,843520950,734169.69
2020-03-27,BANKNIFTY,2645932,52918640,114080.58
2020-03-27,NIFTY,3259834,244487550,225220.00
2020-03-30,BANKNIFTY,3540553,70811060,145952.74
2020-03-30,NIFTY,3693779,277033425,243641.06
2020-03-31,BANKNIFTY,6344586,126891720,256893.17
2020-03-31,NIFTY,5233552,392516400,340966.81
2020-04-01,BANKNIFTY,16243249,324864980,604230.89
2020-04-01,NIFTY,8988862,674164650,568979.36
2020-04-03,BANKNIFTY,3931183,78623660,147490.21
2020-04-03,NIFTY,3556942,266770650,223585.85
2020-04-07,BANKNIFTY,7120730,142414600,267275.70
2020-04-07,NIFTY,6095380,457153500,397346.26
2020-04-08,BANKNIFTY,10872424,217448480,423155.03
2020-04-08,NIFTY,9243082,693231150,619883.74
2020-04-09,BANKNIFTY,22547939,450958780,887732.65
2020-04-09,NIFTY,11796633,884747475,798944.75
2020-04-13,BANKNIFTY,5349779,106995580,215486.04
2020-04-13,NIFTY,4659332,349449900,319349.38
2020-04-15,BANKNIFTY,11072403,221448060,438891.66
2020-04-15,NIFTY,7970713,597803475,547737.32
2020-04-16,BANKNIFTY,27009987,540199740,1045510.12
2020-04-16,NIFTY,11959935,896995125,807063.12
2020-04-17,BANKNIFTY,6500636,130012720,267264.86
2020-04-17,NIFTY,4987623,374071725,347254.45
2020-04-20,BANKNIFTY,7190875,143817500,300502.89
2020-04-20,NIFTY,4705207,352890525,330465.50
2020-04-21,BANKNIFTY,7714623,154292460,308128.00
2020-04-21,NIFTY,5126312,384473400,350534.84
2020-04-22,BANKNIFTY,11628948,232578960,458092.32
2020-04-22,NIFTY,7431659,557374425,507675.71
2020-04-23,BANKNIFTY,29467171,589343420,1193400.42
2020-04-23,NIFTY,11409282,855696150,793493.51
2020-04-24,BANKNIFTY,5053245,101064900,203640.76
2020-04-24,NIFTY,3983139,298735425,278384.50
2020-04-27,BANKNIFTY,6385943,127718860,258775.00
2020-04-27,NIFTY,4329931,324744825,304406.85
2020-04-28,BANKNIFTY,8043792,160875840,330455.37
2020-04-28,NIFTY,5675431,425657325,399331.42
2020-04-29,BANKNIFTY,13019434,260388680,544846.47
2020-04-29,NIFTY,6739644,505473300,479622.68
2020-04-30,BANKNIFTY,33739900,674798000,1469972.74
2020-04-30,NIFTY,13931116,1044833700,1024090.15
2020-05-04,BANKNIFTY,6039843,120796860,246689.38
2020-05-04,NIFTY,4817112,361283400,342425.85
2020-05-05,BANKNIFTY,10425795,208515900,419231.04
2020-05-05,NIFTY,6702886,502716450,473435.45
2020-05-06,BANKNIFTY,17348508,346970160,684614.17
2020-05-06,NIFTY,9551729,716379675,668936.65
2020-05-07,BANKNIFTY,33948621,678972420,1341197.55
2020-05-07,NIFTY,11912782,893458650,827250.33
2020-05-08,BANKNIFTY,5796382,115927640,231378.11
2020-05-08,NIFTY,3239193,242939475,228111.52
2020-05-11,BANKNIFTY,8663791,173275820,339760.39
2020-05-11,NIFTY,5242762,393207150,369781.91
2020-05-12,BANKNIFTY,11653167,233063340,441520.45
2020-05-12,NIFTY,7092750,531956250,491721.89
2020-05-13,BANKNIFTY,12332104,246642080,491852.66
2020-05-13,NIFTY,7703984,577798800,549136.82
2020-05-14,BANKNIFTY,34559850,691197000,1342147.33
2020-05-14,NIFTY,13231985,992398875,920594.56
2020-05-15,BANKNIFTY,4999851,99997025,193580.04
2020-05-15,NIFTY,3672452,275433900,255574.61
2020-05-18,BANKNIFTY,9036522,180730460,332938.47
2020-05-18,NIFTY,6244391,468329325,426545.04
2020-05-19,BANKNIFTY,12368940,247378805,448109.82
2020-05-19,NIFTY,7223895,541792125,491414.51
2020-05-20,BANKNIFTY,14902878,298057560,531888.39
2020-05-20,NIFTY,8018864,601414800,544149.25
2020-05-21,BANKNIFTY,36966914,739338280,1340709.05
2020-05-21,NIFTY,12693825,952036875,869644.01
2020-05-22,BANKNIFTY,8902059,178041240,317359.75
2020-05-22,NIFTY,5106675,383000625,349759.19
2020-05-26,BANKNIFTY,9143120,182881280,324303.15
2020-05-26,NIFTY,6143449,460758675,421202.73
2020-05-27,BANKNIFTY,21591758,431835880,784759.87
2020-05-27,NIFTY,10630785,797308875,732785.21
2020-05-28,BANKNIFTY,43614222,872285880,1683163.86
2020-05-28,NIFTY,14942779,1120708425,1056733.52
2020-05-29,BANKNIFTY,7779068,155582250,299444.34
2020-05-29,NIFTY,4745384,355903800,338729.52
2020-06-01,BANKNIFTY,9612958,192261220,387684.25
2020-06-01,NIFTY,7602409,570180675,562259.46
2020-06-02,BANKNIFTY,12153411,243109110,493915.21
2020-06-02,NIFTY,7396385,554728875,550229.17
2020-06-03,BANKNIFTY,19681878,393647140,834497.02
2020-06-03,NIFTY,9798644,734898300,741418.92
2020-06-03,NIFTYIT,2,100,0.13
2020-06-04,BANKNIFTY,13776047,275560970,573359.98
2020-06-04,NIFTY,19899499,1492462425,1498517.12
2020-06-05,BANKNIFTY,7667637,153421515,322600.34
2020-06-05,NIFTY,5078871,380915325,386409.61
2020-06-08,BANKNIFTY,10455811,209126860,450711.29
2020-06-08,NIFTY,6840555,513041625,525879.54
2020-06-09,BANKNIFTY,12856180,257134150,550144.72
2020-06-09,NIFTY,9994944,749620800,766713.05
2020-06-10,BANKNIFTY,15957765,319166100,671807.13
2020-06-10,NIFTY,11246347,843476025,856127.82
2020-06-11,BANKNIFTY,40216006,804344810,1694702.90
2020-06-11,NIFTY,17448925,1308669375,1315750.99
2020-06-12,BANKNIFTY,8077796,161611795,330299.26
2020-06-12,NIFTY,8375887,628191525,619839.21
2020-06-15,BANKNIFTY,9403571,188116815,382234.31
2020-06-15,NIFTY,0,0,0.00
2020-06-16,BANKNIFTY,13938547,278835950,566781.93
2020-06-16,NIFTY,0,0,0.00
2020-06-17,BANKNIFTY,16332864,326709050,665486.82
2020-06-17,NIFTY,0,0,0.00
2020-06-18,BANKNIFTY,43439562,868926980,1788039.13
2020-06-18,NIFTY,0,0,0.00
2020-06-18,NIFTYIT,1,50,0.07
2020-06-19,BANKNIFTY,8453231,169264850,363580.73
2020-06-19,NIFTY,0,0,0.00
2020-06-19,NIFTYIT,2,100,0.14
2020-06-22,BANKNIFTY,10466864,209622770,459360.82
2020-06-22,NIFTY,0,0,0.00
2020-06-23,BANKNIFTY,10890834,218061020,481598.57
2020-06-23,NIFTY,0,0,0.00
2020-06-23,NIFTYIT,2,100,0.14
2020-06-24,BANKNIFTY,20078853,402151905,891090.40
2020-06-24,NIFTY,0,0,0.00
2020-06-25,BANKNIFTY,48022068,961097260,2075388.27
2020-06-25,NIFTY,0,0,0.00
2020-06-26,BANKNIFTY,6605599,132992885,289624.87
2020-06-26,NIFTY,0,0,0.00
2020-06-29,BANKNIFTY,7671889,154240435,331350.46
2020-06-29,NIFTY,0,0,0.00
2020-06-30,BANKNIFTY,8849044,177627530,384229.02
2020-06-30,NIFTY,0,0,0.00
2020-07-01,BANKNIFTY,16500729,331028405,720286.90
2020-07-01,NIFTY,0,0,0.00
2020-07-02,BANKNIFTY,43854910,878257275,1958379.94
2020-07-02,NIFTY,0,0,0.00
2020-07-03,BANKNIFTY,6602167,132783000,295069.04
2020-07-03,NIFTY,0,0,0.00
2020-07-06,BANKNIFTY,7854258,158077295,354067.44
2020-07-06,NIFTY,0,0,0.00
2020-07-07,BANKNIFTY,13602545,273575810,616523.37
2020-07-07,NIFTY,0,0,0.00
2020-07-08,BANKNIFTY,19159576,384650625,880754.90
2020-07-08,NIFTY,0,0,0.00
2020-07-09,BANKNIFTY,39498692,790872495,1815156.67
2020-07-09,NIFTY,0,0,0.00
2020-07-10,BANKNIFTY,7709779,155678530,354986.05
2020-07-10,NIFTY,0,0,0.00
2020-07-13,BANKNIFTY,9783659,197080820,445254.23
2020-07-13,NIFTY,0,0,0.00
2020-07-14,BANKNIFTY,13133546,264849465,579497.54
2020-07-14,NIFTY,0,0,0.00
2020-07-15,BANKNIFTY,18862050,378992100,828484.79
2020-07-15,NIFTY,0,0,0.00
2020-07-16,BANKNIFTY,45768731,917233670,1972028.00
2020-07-16,NIFTY,0,0,0.00
2020-07-17,BANKNIFTY,8197177,166000245,364810.40
2020-07-17,NIFTY,0,0,0.00
2020-07-20,BANKNIFTY,9362669,190063425,427795.89
2020-07-20,NIFTY,0,0,0.00
2020-07-21,BANKNIFTY,10145560,205520400,467846.53
2020-07-21,NIFTY,0,0,0.00
2020-07-22,BANKNIFTY,17920853,361845800,827577.12
2020-07-22,NIFTY,0,0,0.00
2020-07-23,BANKNIFTY,39978123,805217900,1857802.41
2020-07-23,NIFTY,0,0,0.00
2020-07-24,BANKNIFTY,6446904,161172600,368132.15
2020-07-24,NIFTY,0,0,0.00
2020-07-27,BANKNIFTY,8758665,218966625,491312.93
2020-07-27,NIFTY,0,0,0.00
2020-07-28,BANKNIFTY,12931834,323295850,718678.50
2020-07-28,NIFTY,0,0,0.00
2020-07-29,BANKNIFTY,17200983,430024575,960745.76
2020-07-29,NIFTY,0,0,0.00
2020-07-30,BANKNIFTY,37132766,928319150,2053704.03
2020-07-30,NIFTY,0,0,0.00
2020-07-31,BANKNIFTY,7385809,184645225,404534.62
2020-07-31,NIFTY,0,0,0.00
2020-08-03,BANKNIFTY,6910472,172761800,373480.71
2020-08-03,NIFTY,0,0,0.00
2020-08-04,BANKNIFTY,9939422,248485550,536107.29
2020-08-04,NIFTY,0,0,0.00
2020-08-05,BANKNIFTY,16050287,401257175,875218.62
2020-08-05,NIFTY,0,0,0.00
2020-08-06,BANKNIFTY,37451061,936276525,2040630.65
2020-08-06,NIFTY,0,0,0.00
2020-08-07,BANKNIFTY,6284136,157103400,343553.90
2020-08-07,NIFTY,0,0,0.00
2020-08-10,BANKNIFTY,6518233,162955825,360341.50
2020-08-10,NIFTY,0,0,0.00
2020-08-11,BANKNIFTY,9208240,230206000,512067.44
2020-08-11,NIFTY,0,0,0.00
2020-08-12,BANKNIFTY,12754694,318867350,711203.67
2020-08-12,NIFTY,0,0,0.00
2020-08-13,BANKNIFTY,32355304,808882600,1814856.17
2020-08-13,NIFTY,0,0,0.00
2020-08-14,BANKNIFTY,8574805,214370125,475852.34
2020-08-14,NIFTY,0,0,0.00
2020-08-17,BANKNIFTY,8304704,207617600,453373.58
2020-08-17,NIFTY,0,0,0.00
2020-08-18,BANKNIFTY,10922173,273054325,601769.41
2020-08-18,NIFTY,0,0,0.00
2020-08-19,BANKNIFTY,12142658,303566450,679796.13
2020-08-19,NIFTY,0,0,0.00
2020-08-20,BANKNIFTY,32924565,823114125,1828293.33
2020-08-20,NIFTY,0,0,0.00
2020-08-21,BANKNIFTY,5204726,130118150,291403.52
2020-08-21,NIFTY,0,0,0.00
2020-08-24,BANKNIFTY,9561877,239046925,544785.02
2020-08-24,NIFTY,0,0,0.00
2020-08-25,BANKNIFTY,13527647,338191175,781421.08
2020-08-25,NIFTY,0,0,0.00
2020-08-26,BANKNIFTY,14045509,351137725,817222.45
2020-08-26,NIFTY,0,0,0.00
2020-08-27,BANKNIFTY,32720688,818017200,1939633.09
2020-08-27,NIFTY,0,0,0.00
2020-08-28,BANKNIFTY,11690222,292255550,711150.98
2020-08-28,NIFTY,0,0,0.00
2020-08-31,BANKNIFTY,17144651,428616275,1047525.45
2020-08-31,NIFTY,0,0,0.00
2020-09-01,BANKNIFTY,14982393,374559825,901337.33
2020-09-01,NIFTY,0,0,0.00
2020-09-02,BANKNIFTY,16474569,411864225,986121.91
2020-09-02,NIFTY,0,0,0.00
2020-09-03,BANKNIFTY,35089608,877240200,2090939.04
2020-09-03,NIFTY,0,0,0.00
2020-09-04,BANKNIFTY,9008335,225208375,527393.15
2020-09-04,NIFTY,0,0,0.00
2020-09-07,BANKNIFTY,9433756,235843900,547531.26
2020-09-07,NIFTY,7446189,558464175,637133.66
2020-09-08,BANKNIFTY,10334044,258351100,597856.98
2020-09-08,NIFTY,9020202,676515150,771994.37
2020-09-09,BANKNIFTY,17546784,438669600,990612.12
2020-09-09,NIFTY,10870793,815309475,922597.50
2020-09-10,BANKNIFTY,47000373,1175009325,2656180.12
2020-09-10,NIFTY,19822598,1486694850,1694104.09
2020-09-11,BANKNIFTY,8648945,216223625,490567.12
2020-09-11,NIFTY,5155243,386643225,443544.91
2020-09-14,BANKNIFTY,12009816,300245400,680878.45
2020-09-14,NIFTY,7444115,558308625,642461.01
2020-09-15,BANKNIFTY,13881803,347045075,779469.55
2020-09-15,NIFTY,7004972,525372900,604643.35
2020-09-16,BANKNIFTY,17259648,431491200,974608.37
2020-09-16,NIFTY,8209479,615710925,711027.07
2020-09-17,BANKNIFTY,38962044,974051100,2197490.55
2020-09-17,NIFTY,17498290,1312371750,1514903.07
2020-09-18,BANKNIFTY,8954925,223873125,504316.28
2020-09-18,NIFTY,5854279,439070925,507664.80
2020-09-21,BANKNIFTY,12004150,300103750,663794.07
2020-09-21,NIFTY,9328558,699641850,804144.88
2020-09-22,BANKNIFTY,15623287,390582175,839081.74
2020-09-22,NIFTY,12147888,911091600,1028579.14
2020-09-23,BANKNIFTY,20167828,504195700,1075297.13
2020-09-23,NIFTY,14459423,1084456725,1217337.52
2020-09-24,BANKNIFTY,39923745,998093625,2094811.14
2020-09-24,NIFTY,23898183,1792363725,1972415.37
2020-09-25,BANKNIFTY,9315232,232880800,489394.67
2020-09-25,NIFTY,7670226,575266950,634900.42
2020-09-28,BANKNIFTY,11302083,282552075,610026.15
2020-09-28,NIFTY,7467022,560026650,625956.52
2020-09-29,BANKNIFTY,15175779,379394475,822029.26
2020-09-29,NIFTY,10236802,767760150,864107.03
2020-09-30,BANKNIFTY,20258647,506466175,1087522.43
2020-09-30,NIFTY,12051762,903882150,1017054.86
2020-10-01,BANKNIFTY,45988251,1149706275,2543297.37
2020-10-01,NIFTY,18241411,1368105825,1556428.39
2020-10-05,BANKNIFTY,13137701,328442525,745915.31
2020-10-05,NIFTY,7551442,566358150,653074.31
2020-10-06,BANKNIFTY,13603012,340075300,775570.48
2020-10-06,NIFTY,8278072,620855400,720156.52
2020-10-07,BANKNIFTY,19386593,484664825,1113711.10
2020-10-07,NIFTY,11882844,891213300,1042769.99
2020-10-08,BANKNIFTY,43751911,1093797775,2549020.56
2020-10-08,NIFTY,20871278,1565345850,1853468.44
2020-10-09,BANKNIFTY,12452453,311311325,739506.68
2020-10-09,NIFTY,6717961,503847075,600078.24
2020-10-12,BANKNIFTY,11595812,289895300,697628.36
2020-10-12,NIFTY,7529310,564698250,676402.23
2020-10-13,BANKNIFTY,12092709,302317725,720992.41
2020-10-13,NIFTY,7264466,544834950,651667.42
2020-10-14,BANKNIFTY,17891359,447283975,1058419.55
2020-10-14,NIFTY,12175716,913178700,1088635.02
2020-10-15,BANKNIFTY,54501695,1362542375,3241185.13
2020-10-15,NIFTY,26438856,1982914200,2357800.87
2020-10-16,BANKNIFTY,10201056,255026400,602910.02
2020-10-16,NIFTY,7365853,552438975,651750.21
2020-10-19,BANKNIFTY,13065165,326629125,790891.05
2020-10-19,NIFTY,7295706,547177950,649275.25
2020-10-20,BANKNIFTY,12305457,307636425,749883.03
2020-10-20,NIFTY,8433224,632491800,754504.44
2020-10-21,BANKNIFTY,25963625,649090625,1594299.52
2020-10-21,NIFTY,16200766,1215057450,1450177.99
2020-10-22,BANKNIFTY,47509883,1187747075,2918137.02
2020-10-22,NIFTY,24016872,1801265400,2141579.64
2020-10-23,BANKNIFTY,7934133,198353325,491421.34
2020-10-23,NIFTY,5018129,376359675,450518.51
2020-10-26,BANKNIFTY,12403894,310097350,758613.95
2020-10-26,NIFTY,8821534,661615050,786903.60
2020-10-27,BANKNIFTY,16103994,402599850,986768.60
2020-10-27,NIFTY,9506405,712980375,845246.25
2020-10-28,BANKNIFTY,21780844,544521100,1336713.36
2020-10-28,NIFTY,14247307,1068548025,1265520.17
2020-10-29,BANKNIFTY,49798983,1244974575,3011094.30
2020-10-29,NIFTY,24888073,1866605475,2181899.09
2020-10-30,BANKNIFTY,8050337,201258425,487831.84
2020-10-30,NIFTY,6974719,523103925,611867.57
2020-11-02,BANKNIFTY,11883454,297086350,734609.32
2020-11-02,NIFTY,6486148,486461100,569303.29
2020-11-03,BANKNIFTY,11946183,298654575,760060.07
2020-11-03,NIFTY,6328330,474624750,560586.51
2020-11-04,BANKNIFTY,20085998,502149950,1279928.23
2020-11-04,NIFTY,11369280,852696000,1011478.54
2020-11-05,BANKNIFTY,41937434,1048435850,2745505.15
2020-11-05,NIFTY,17823321,1336749075,1609132.22
2020-11-06,BANKNIFTY,10020338,250508450,666063.74
2020-11-06,NIFTY,6375354,478151550,582420.22
2020-11-09,BANKNIFTY,11573663,289341575,790095.47
2020-11-09,NIFTY,7512637,563447775,695585.84
2020-11-10,BANKNIFTY,19053518,476337950,1352873.82
2020-11-10,NIFTY,11514356,863576700,1086211.55
2020-11-11,BANKNIFTY,26396921,659923025,1894278.95
2020-11-11,NIFTY,15419556,1156466700,1465027.25
2020-11-12,BANKNIFTY,47875105,1196877625,3413164.74
2020-11-12,NIFTY,20172065,1512904875,1919140.11
2020-11-13,BANKNIFTY,9504164,237604100,673923.48
2020-11-13,NIFTY,6089202,456690150,580500.03
2020-11-17,BANKNIFTY,13506980,337674500,977614.84
2020-11-17,NIFTY,7549276,566195700,725383.17
2020-11-18,BANKNIFTY,18943412,473585300,1393093.27
2020-11-18,NIFTY,10301247,772593525,993422.85
2020-11-19,BANKNIFTY,55176461,1379411525,4054999.52
2020-11-19,NIFTY,23029044,1727178300,2224019.06
2020-11-20,BANKNIFTY,13350481,333762025,973899.53
2020-11-20,NIFTY,7725171,579387825,744394.75
2020-11-23,BANKNIFTY,14811255,370281375,1086314.20
2020-11-23,NIFTY,7905878,592940850,764247.86
2020-11-24,BANKNIFTY,13328031,333200775,984120.31
2020-11-24,NIFTY,7533819,565036425,733387.03
2020-11-25,BANKNIFTY,27693891,692347275,2065220.87
2020-11-25,NIFTY,15395862,1154689650,1502789.21
2020-11-26,BANKNIFTY,61282180,1532054500,4508152.02
2020-11-26,NIFTY,25770742,1932805650,2493819.88
2020-11-27,BANKNIFTY,9201149,230028725,685252.09
2020-11-27,NIFTY,6687230,501542250,654135.62
2020-12-01,BANKNIFTY,10788865,269721625,805311.71
2020-12-01,NIFTY,7997733,599829975,783980.51
2020-12-02,BANKNIFTY,19614732,490368300,1459444.51
2020-12-02,NIFTY,12755642,956673150,1252770.16
2020-12-03,BANKNIFTY,40743095,1018577375,3018898.07
2020-12-03,NIFTY,17430486,1307286450,1716031.06
2020-12-04,BANKNIFTY,12849337,321233425,964094.79
2020-12-04,NIFTY,6248668,468650100,619433.69
2020-12-07,BANKNIFTY,12297928,307448200,931207.35
2020-12-07,NIFTY,7028821,527161575,700546.54
2020-12-08,BANKNIFTY,13476873,336921825,1022692.35
2020-12-08,NIFTY,10455466,784159950,1047582.80
2020-12-09,BANKNIFTY,16796500,419912500,1282777.15
2020-12-09,NIFTY,11437513,857813475,1151446.57
2020-12-10,BANKNIFTY,46952267,1173806675,3573420.51
2020-12-10,NIFTY,20812058,1560904350,2097570.51
2020-12-11,BANKNIFTY,11009295,275232375,847523.01
2020-12-11,NIFTY,7354651,551598825,746079.98
2020-12-14,BANKNIFTY,10136004,253400100,782312.63
2020-12-14,NIFTY,6903529,517764675,701531.28
2020-12-15,BANKNIFTY,13172744,329318600,1013180.43
2020-12-15,NIFTY,8842988,663224100,897808.14
2020-12-16,BANKNIFTY,17739849,443496225,1368231.47
2020-12-16,NIFTY,9955300,746647500,1015151.15
2020-12-17,BANKNIFTY,38907496,972687400,3002282.70
2020-12-17,NIFTY,16469875,1235240625,1689359.36
2020-12-18,BANKNIFTY,9674020,241850500,744182.68
2020-12-18,NIFTY,6086515,456488625,626937.83
2020-12-21,BANKNIFTY,18422014,460550350,1399796.85
2020-12-21,NIFTY,15272348,1145426100,1563537.91
2020-12-22,BANKNIFTY,20916204,522905100,1547817.91
2020-12-22,NIFTY,16196978,1214773350,1629942.03
2020-12-23,BANKNIFTY,19513144,487828600,1454682.00
2020-12-23,NIFTY,11631803,872385225,1179591.40
2020-12-24,BANKNIFTY,45836879,1145921975,3475562.49
2020-12-24,NIFTY,23212846,1740963450,2377798.12
2020-12-28,BANKNIFTY,9501931,237548275,731720.82
2020-12-28,NIFTY,6234429,467582175,643154.20
2020-12-29,BANKNIFTY,14564497,364112425,1138653.67
2020-12-29,NIFTY,9326979,699523425,968654.46
2020-12-30,BANKNIFTY,20865489,521637225,1633408.11
2020-12-30,NIFTY,11539752,865481400,1201564.93
2020-12-31,BANKNIFTY,45074795,1126869875,3527062.30
2020-12-31,NIFTY,19259511,1444463325,2014417.14
2021-01-01,BANKNIFTY,5979324,149483100,470362.59
2021-01-01,NIFTY,3811812,285885900,399634.17
2021-01-04,BANKNIFTY,15351297,383782425,1205695.82
2021-01-04,NIFTY,9520772,714057900,1003613.87
2021-01-05,BANKNIFTY,18594168,464854200,1465043.17
2021-01-05,NIFTY,10445284,783396300,1104726.14
2021-01-06,BANKNIFTY,25406296,635157400,2023427.89
2021-01-06,NIFTY,15693104,1176982800,1665180.39
2021-01-07,BANKNIFTY,45922695,1148067375,3677503.05
2021-01-07,NIFTY,20191759,1514381925,2147449.28
2021-01-08,BANKNIFTY,8791607,219790175,710188.53
2021-01-08,NIFTY,7583216,568741200,812448.25
2021-01-11,BANKNIFTY,11219779,280494475,902654.21
2021-01-11,FINNIFTY,140947,5637880,8721.43
2021-01-11,NIFTY,8719961,653997075,939911.28
2021-01-12,BANKNIFTY,15006852,375171300,1209518.32
2021-01-12,FINNIFTY,263472,10538880,16425.89
2021-01-12,NIFTY,9829276,737195700,1066223.25
2021-01-13,BANKNIFTY,26615581,665389525,2164098.48
2021-01-13,FINNIFTY,305534,12221360,19145.92
2021-01-13,NIFTY,16352414,1226431050,1781608.66
2021-01-14,BANKNIFTY,43526472,1088161800,3545883.09
2021-01-14,FINNIFTY,302011,12080440,18789.83
2021-01-14,NIFTY,22689063,1701679725,2475397.95
2021-01-15,BANKNIFTY,11252929,281323225,913128.22
2021-01-15,FINNIFTY,78446,3137840,4888.52
2021-01-15,NIFTY,9665722,724929150,1054028.56
2021-01-18,BANKNIFTY,15416063,385401575,1246169.34
2021-01-18,FINNIFTY,121764,4870560,7513.91
2021-01-18,NIFTY,11079623,830971725,1201093.92
2021-01-19,BANKNIFTY,15370707,384267675,1239921.28
2021-01-19,FINNIFTY,156743,6269720,9719.97
2021-01-19,NIFTY,10801093,810081975,1171266.40
2021-01-20,BANKNIFTY,20406235,510155875,1659810.42
2021-01-20,FINNIFTY,190460,7618400,11857.54
2021-01-20,NIFTY,12680263,951019725,1384148.92
2021-01-21,BANKNIFTY,51189181,1279729525,4177150.32
2021-01-21,FINNIFTY,216760,8670400,13527.76
2021-01-21,NIFTY,21143513,1585763475,2325153.86
